time:25/Nov/2023:07:31:52 +0000	host:43.206.110.57	forwardedfor:-	req:POST /api/initialize HTTP/1.1	method:POST	uri:/api/initialize	status:200	size:27	referer:-	ua:isucandar	reqtime:10.171	runtime:-	apptime:10.172	cache:-	vhost:pipe.u.isucon.dev
time:25/Nov/2023:07:31:52 +0000	host:43.206.110.57	forwardedfor:-	req:GET /api/payment HTTP/1.1	method:GET	uri:/api/payment	status:200	size:21	referer:-	ua:isucandar	reqtime:0.002	runtime:-	apptime:0.000	cache:-	vhost:pipe.u.isucon.dev
time:25/Nov/2023:07:31:52 +0000	host:43.206.110.57	forwardedfor:-	req:POST /api/login HTTP/1.1	method:POST	uri:/api/login	status:200	size:0	referer:-	ua:isucandar	reqtime:0.003	runtime:-	apptime:0.000	cache:-	vhost:pipe.u.isucon.dev
time:25/Nov/2023:07:31:52 +0000	host:43.206.110.57	forwardedfor:-	req:POST /api/livestream/reservation HTTP/1.1	method:POST	uri:/api/livestream/reservation	status:201	size:910	referer:-	ua:isucandar	reqtime:0.045	runtime:-	apptime:0.048	cache:-	vhost:suzukitsubasa0.u.isucon.dev
time:25/Nov/2023:07:31:55 +0000	host:43.206.110.57	forwardedfor:-	req:GET /api/user/suzukitsubasa0/statistics HTTP/1.1	method:GET	uri:/api/user/suzukitsubasa0/statistics	status:200	size:133	referer:-	ua:isucandar	reqtime:2.767	runtime:-	apptime:2.764	cache:-	vhost:pipe.u.isucon.dev
time:25/Nov/2023:07:32:02 +0000	host:43.206.110.57	forwardedfor:-	req:GET /api/livestream/7496/statistics HTTP/1.1	method:GET	uri:/api/livestream/7496/statistics	status:200	size:102	referer:-	ua:isucandar	reqtime:6.875	runtime:-	apptime:6.876	cache:-	vhost:suzukitsubasa0.u.isucon.dev
time:25/Nov/2023:07:32:02 +0000	host:43.206.110.57	forwardedfor:-	req:POST /api/login HTTP/1.1	method:POST	uri:/api/login	status:200	size:0	referer:-	ua:isucandar	reqtime:0.002	runtime:-	apptime:0.004	cache:-	vhost:pipe.u.isucon.dev
time:25/Nov/2023:07:32:02 +0000	host:43.206.110.57	forwardedfor:-	req:POST /api/livestream/7496/enter HTTP/1.1	method:POST	uri:/api/livestream/7496/enter	status:200	size:0	referer:-	ua:isucandar	reqtime:0.004	runtime:-	apptime:0.004	cache:-	vhost:suzukitsubasa0.u.isucon.dev
time:25/Nov/2023:07:32:02 +0000	host:43.206.110.57	forwardedfor:-	req:POST /api/livestream/7496/reaction HTTP/1.1	method:POST	uri:/api/livestream/7496/reaction	status:201	size:1552	referer:-	ua:isucandar	reqtime:0.009	runtime:-	apptime:0.008	cache:-	vhost:suzukitsubasa0.u.isucon.dev
time:25/Nov/2023:07:32:02 +0000	host:43.206.110.57	forwardedfor:-	req:POST /api/livestream/7496/reaction HTTP/1.1	method:POST	uri:/api/livestream/7496/reaction	status:201	size:1553	referer:-	ua:isucandar	reqtime:0.009	runtime:-	apptime:0.012	cache:-	vhost:suzukitsubasa0.u.isucon.dev
time:25/Nov/2023:07:32:02 +0000	host:43.206.110.57	forwardedfor:-	req:POST /api/livestream/7496/reaction HTTP/1.1	method:POST	uri:/api/livestream/7496/reaction	status:201	size:1557	referer:-	ua:isucandar	reqtime:0.010	runtime:-	apptime:0.008	cache:-	vhost:suzukitsubasa0.u.isucon.dev
